event,gender,clas_s,typ,wind,name,year,position,school,series,mark,points
Discus Throw,Girls,2,Finals,,Jamila Brown,15,10,St. Catherine High,[],35.85m,0
Discus Throw,Girls,2,Finals,,Shakira Stewart,15,11,St. Jago High,[],35.21m,0
Discus Throw,Girls,2,Finals,,Tavia Ranger,15,12,Camperdown High,[],33.31m,0
Discus Throw,Girls,2,Finals,,Raphana Brown,15,13,Buff Bay High,[],32.76m,0
Discus Throw,Girls,2,Finals,,Kisean Palmer,15,14,St. Hugh's High,[],29.76m,0
Discus Throw,Girls,2,Finals,,Kadian Clarke,15,15,Immaculate,[],29.68m,0
Discus Throw,Girls,2,Finals,,Charlene Patterson,15,16,Excelsior High,[],27.63m,0
Discus Throw,Girls,2,Finals,,Bryanna Thompson,15,17,Excelsior High,[],24.75m,0
Discus Throw,Girls,2,Finals,,Coya Christie,15,,Wolmer's High,[],FOUL,"['', 'FOUL']"
Discus Throw,Girls,3,Finals,,Kimone Reid,15,1,Edwin Allen High,[],36.32m,9
Discus Throw,Girls,3,Finals,,Janelle Marsh,15,2,Dinthill Tech,[],34.66m,7
Discus Throw,Girls,3,Finals,,Johnelle Johnson,15,3,Edwin Allen High,[],33.21m,6
Discus Throw,Girls,3,Finals,,Shamella Donaldson,15,4,Rusea's High,[],32.79m,5
Discus Throw,Girls,3,Finals,,Shaday Hudson,15,5,Holmwood Techn,[],32.53m,4
Discus Throw,Girls,3,Finals,,Kayla Mitchel,15,6,Petersfield High,[],31.47m,3
Discus Throw,Girls,3,Finals,,Seana'kaye Wright,15,7,Holy Childhood High,[],31.40m,2
Discus Throw,Girls,3,Finals,,Shania Scott,15,8,St. Jago High,[],31.10m,1
Discus Throw,Girls,3,Finals,,Adrienne Adams,15,9,Holy Childhood High,[],29.42m,0
Discus Throw,Girls,3,Finals,,Rhianna Phipps,15,10,Hydel High,[],28.07m,0
Discus Throw,Girls,3,Finals,,Tyest Bryan,15,11,Hydel High,[],26.28m,0
Discus Throw,Girls,3,Finals,,Kimberly Lugg,15,12,Excelsior High,[],25.68m,0
Discus Throw,Girls,3,Finals,,Marie Forbes,15,,Vere Technical High,[],FOUL,"['', '', '', 'FOUL']"
Javelin Throw,Boys,Open,Finals,,Najair Jackson,15,1,Calabar High,[],59.11m,9
Javelin Throw,Boys,Open,Finals,,Kevin Nedrick,15,2,Petersfield High,[],58.28m,7
Javelin Throw,Boys,Open,Finals,,Adrian Mitchell,15,3,Calabar High,[],57.77m,6
Javelin Throw,Boys,Open,Finals,,Delton Foote,15,4,Frome Technical,[],56.51m,5
Javelin Throw,Boys,Open,Finals,,Rajindra Campbell,15,5,Kingston College,[],56.46m,4
Javelin Throw,Boys,Open,Finals,,Hayden Street,15,6,Titchfield High,[],54.67m,3
Javelin Throw,Boys,Open,Finals,,Jevaud Pringle,15,7,Bellefield High,[],53.15m,2
Javelin Throw,Boys,Open,Finals,,Elvis Graham,15,8,Hopewell High,[],53.14m,1
Javelin Throw,Boys,Open,Finals,,Orlando Stephenson,15,9,Bog Walk High,[],50.31m,0
Javelin Throw,Boys,Open,Finals,,Delarno Beckford,15,10,Happy Grove High,[],49.72m,0
Javelin Throw,Boys,Open,Finals,,Tyrik Sewell,15,11,Morant Bay High,[],48.37m,0
Javelin Throw,Boys,Open,Finals,,Donovan Thames,15,12,Glengoffe High,[],48.22m,0
Javelin Throw,Boys,Open,Finals,,Romario Rodney,15,13,Jamaica College,[],46.84m,0
Javelin Throw,Boys,Open,Finals,,Ronque Taylor,15,14,St. Elizabeth,[],46.23m,0
Javelin Throw,Girls,Open,Finals,,Ayesha Champagnie,15,1,St. Andrew Tech,[],47.73m,9
Javelin Throw,Girls,Open,Finals,,Paul-Ann Gayle,15,2,Edwin Allen High,[],41.29m,7
Javelin Throw,Girls,Open,Finals,,Sahjay Stevens,15,3,St. Elizabeth,[],39.51m,6
Javelin Throw,Girls,Open,Finals,,Devia Brown,15,4,Hydel High,[],38.43m,5
Javelin Throw,Girls,Open,Finals,,Nayoka Clunis,15,5,Excelsior High,[],36.80m,4
Javelin Throw,Girls,Open,Finals,,Tiffany Higgins,15,6,St. Jago High,[],35.53m,3
Javelin Throw,Girls,Open,Finals,,Avery Pryce,15,7,Vere Technical High,[],34.32m,2
Javelin Throw,Girls,Open,Finals,,Taneika Elliston,15,8,Holmwood Techn,[],33.99m,1
Javelin Throw,Girls,Open,Finals,,Aiko Jones,15,9,Wolmer's High,[],33.00m,0
Javelin Throw,Girls,Open,Finals,,Ashtina Dobson,15,10,Buff Bay High,[],31.35m,0
Javelin Throw,Girls,Open,Finals,,Kimoy Phillips,15,11,Frome Technical,[],30.46m,0
Javelin Throw,Girls,Open,Finals,,Sanola Dunkley,15,12,Hampton School,[],30.11m,0
Javelin Throw,Girls,Open,Finals,,Dahlia Sterling,15,13,Convent of Mercy,[],28.35m,0
Javelin Throw,Girls,Open,Finals,,Kalice Hitchman,15,14,St. Jago High,[],27.88m,0
Javelin Throw,Girls,Open,Finals,,Rashida Shurland,15,15,St. Andrew High,[],26.41m,0
Javelin Throw,Girls,Open,Finals,,Georgetta Samuels,15,16,Holmwood Techn,[],25.96m,0
Javelin Throw,Girls,Open,Finals,,Karisiah Green,15,17,St. Elizabeth,[],25.24m,0
High Jump,Boys,2,Finals,,Lushane Wilson,15,1,St. Jago High,"[[], []]",2.10mR,9
High Jump,Boys,2,Finals,,Kobe-jordan Rhooms,15,2,Cornwall College,"[[], []]",2.00m,7
High Jump,Boys,2,Finals,,Tavar Slowley,15,3,Kingston College,"[[], []]",1.90m,6
High Jump,Boys,2,Finals,,Ryan Brown,15,4,Old Harbour High,"[[], []]",J1.90m,4.50
High Jump,Boys,2,Finals,,De-Aundre Gayle,15,4,Herbert Morrison,"[[], []]",J1.90m,4.50
High Jump,Boys,2,Finals,,Ricardo Clarke,15,6,Calabar High,"[[], []]",J1.90m,2.50
High Jump,Boys,2,Finals,,Alexander Thompson,15,6,St. George's,"[[], []]",J1.90m,2.50
High Jump,Boys,2,Finals,,Malik Cunningham,15,8,Jamaica College,"[[], []]",1.85m,1
High Jump,Boys,2,Finals,,Andrew Betton,15,9,Calabar High,"[[], []]",J1.85m,0
High Jump,Boys,2,Finals,,Paketo Dudley,15,10,Jamaica College,"[[], []]",1.80m,0
High Jump,Boys,2,Finals,,Shane Nelson,15,11,Kingston College,"[[], []]",J1.80m,0
High Jump,Boys,2,Finals,,Tony Haughton,15,12,Rusea's High,"[[], []]",J1.80m,0
High Jump,Boys,2,Finals,,Lemarc Burke,15,13,Oberlin High,"[[], []]",J1.80m,0
High Jump,Boys,2,Finals,,Timothy Stevens,15,14,Herbert Morrison,"[[], []]",1.75m,0
High Jump,Boys,2,Finals,,Ajay Thompson,15,,St. Elizabeth,"[[], []]",FAIL,"['', 'FAIL']"
High Jump,Boys,3,Finals,,Lamar Reid,15,1,Calabar High,"[[], []]",1.99mR,9
High Jump,Boys,3,Finals,,Vanderleer Palmer,15,2,St. Jago High,"[[], []]",1.81m,7
High Jump,Boys,3,Finals,,Javeir Hall,15,3,Herbert Morrison,"[[], []]",1.78m,6
High Jump,Boys,3,Finals,,Brithton Senior,15,4,Rusea's High,"[[], []]",J1.78m,5
High Jump,Boys,3,Finals,,Derkland Hyatt,15,5,Jamaica College,"[[], []]",1.75m,4
High Jump,Boys,3,Finals,,Damar Marshall,15,6,St. Jago High,"[[], []]",J1.75m,3
High Jump,Boys,3,Finals,,David Edmondson,15,7,Wolmer's High,"[[], []]",J1.75m,2
High Jump,Boys,3,Finals,,Michael Beecher,15,8,Jamaica College,"[[], []]",J1.75m,1
High Jump,Boys,3,Finals,,Kadain Roper,15,9,Buff Bay High,"[[], []]",1.70m,0
High Jump,Boys,3,Finals,,Mitchell Bailey,15,10,Kingston College,"[[], []]",J1.70m,0
High Jump,Boys,3,Finals,,Marco Knight,15,10,Oberlin High,"[[], []]",J1.70m,0
High Jump,Boys,3,Finals,,Tyrell Johnson,15,12,Calabar High,"[[], []]",J1.70m,0
High Jump,Boys,3,Finals,,Antonio Hanson,15,12,Herbert Morrison,"[[], []]",J1.70m,0
High Jump,Boys,3,Finals,,Michael Allen,15,14,Kingston College,"[[], []]",1.60m,0
High Jump,Girls,1,Finals,,Shanae McKenzie,15,1,Manchester High,"[[], []]",1.73m,9
High Jump,Girls,1,Finals,,Hanifah Abdulqadir,15,2,St. Jago High,"[[], []]",J1.73m,7
High Jump,Girls,1,Finals,,Safia Morgan,15,3,Immaculate,"[[], []]",1.70m,6
High Jump,Girls,1,Finals,,Sashane Hanson,15,4,Herbert Morrison,"[[], []]",J1.70m,5
High Jump,Girls,1,Finals,,Britny Kerr,15,5,Hydel High,"[[], []]",1.65m,3.50
High Jump,Girls,1,Finals,,Samara Spencer,15,5,Hydel High,"[[], []]",1.65m,3.50
High Jump,Girls,1,Finals,,Nicole Thompson,15,7,Glengoffe High,"[[], []]",J1.65m,1.50
High Jump,Girls,1,Finals,,Danique Bryan,15,7,Edwin Allen High,"[[], []]",J1.65m,1.50
High Jump,Girls,1,Finals,,Antonia Mason,15,9,St. Andrew High,"[[], []]",1.60m,0
High Jump,Girls,1,Finals,,Aniesa Rowe,15,10,Edwin Allen High,"[[], []]",J1.60m,0
High Jump,Girls,1,Finals,,Ardeen Walker,15,11,St. Andrew Tech,"[[], []]",1.55m,0
High Jump,Girls,2,Finals,,Shiann Salmon,15,1,Hydel High,"[[], []]",1.73m,9
High Jump,Girls,2,Finals,,Gabriel Foster,15,2,Convent of Mercy,"[[], []]",1.70m,7
High Jump,Girls,2,Finals,,Tissanna Hickling,15,3,St. Jago High,"[[], []]",J1.70m,6
High Jump,Girls,2,Finals,,Shania Ingram,15,4,Edwin Allen High,"[[], []]",1.65m,4.50
High Jump,Girls,2,Finals,,Toni-ann Farquhars,15,4,Wolmer's High,"[[], []]",1.65m,4.50
High Jump,Girls,2,Finals,,Rushellee Jones,15,6,Buff Bay High,"[[], []]",J1.65m,3
High Jump,Girls,2,Finals,,Zinedine Russell,15,7,Convent of Mercy,"[[], []]",J1.65m,2
High Jump,Girls,2,Finals,,Lorean Murray,15,8,St. Andrew High,"[[], []]",1.60m,0.50
High Jump,Girls,2,Finals,,Stephanie Myrie,15,8,St. Andrew High,"[[], []]",1.60m,0.50
High Jump,Girls,2,Finals,,Keneva Headley,15,10,Holmwood Techn,"[[], []]",J1.60m,0
High Jump,Girls,2,Finals,,Aiko Jones,15,11,Wolmer's High,"[[], []]",J1.60m,0
High Jump,Girls,2,Finals,,Shaday Anderson,15,12,Oberlin High,"[[], []]",J1.60m,0
High Jump,Girls,3,Finals,,Annia Ashley,15,1,Edwin Allen High,"[[], []]",1.77m,9
High Jump,Girls,3,Finals,,Lamara Distin,15,2,Rusea's High,"[[], []]",1.74m,7
High Jump,Girls,3,Finals,,Anissa Walters,15,3,Holy Childhood High,"[[], []]",1.68m,6
High Jump,Girls,3,Finals,,Janique Burgher,15,4,Edwin Allen High,"[[], []]",J1.68m,5
High Jump,Girls,3,Finals,,Rhianna Phipps,15,5,Hydel High,"[[], []]",1.65m,4
High Jump,Girls,3,Finals,,Danielle Griffiths,15,6,Convent of Mercy,"[[], []]",J1.65m,3
High Jump,Girls,3,Finals,,Britany Anderson,15,7,Vere Technical High,"[[], []]",J1.65m,2
High Jump,Girls,3,Finals,,Kadian Myers,15,8,Lacovia High,"[[], []]",1.60m,0.33
High Jump,Girls,3,Finals,,Shyanne Smith,15,8,Herbert Morrison,"[[], []]",1.60m,0.33
High Jump,Girls,3,Finals,,Dana Thomas,15,8,St. Jago High,"[[], []]",1.60m,0.33
High Jump,Girls,3,Finals,,Shauntia Davidson,15,11,Hydel High,"[[], []]",J1.60m,0
High Jump,Girls,3,Finals,,Kasheena Gordon,15,12,St. Jago High,"[[], []]",1.55m,0
High Jump,Girls,3,Finals,,Kaliah Jones,15,12,Excelsior High,"[[], []]",1.55m,0
High Jump,Girls,3,Finals,,Natsuya Chance,15,14,Vere Technical High,"[[], []]",1.45m,0
High Jump,Girls,4,Finals,,Shenell Evans,15,1,Convent of Mercy,"[[], []]",1.64m,9
High Jump,Girls,4,Finals,,Abigail Wilks,15,2,Wolmer's High,"[[], []]",1.61m,7
High Jump,Girls,4,Finals,,Daniella Anglin,15,3,Herbert Morrison,"[[], []]",J1.61m,6
High Jump,Girls,4,Finals,,Valissa Brown,15,4,Wolmer's High,"[[], []]",1.55m,5
High Jump,Girls,4,Finals,,Shantae Foreman,15,5,Excelsior High,"[[], []]",J1.55m,4
High Jump,Girls,4,Finals,,Nia Robinson,15,6,Rusea's High,"[[], []]",1.50m,3
High Jump,Girls,4,Finals,,Aaliyah Lindsay,15,7,Convent of Mercy,"[[], []]",J1.50m,2
High Jump,Girls,4,Finals,,Sydnie Montague,15,8,St. Andrew High,"[[], []]",J1.50m,1
High Jump,Girls,4,Finals,,Shereka Silburn,15,9,St. Jago High,"[[], []]",1.45m,0
High Jump,Girls,4,Finals,,Secreena Blair,15,9,Hydel High,"[[], []]",1.45m,0
High Jump,Girls,4,Finals,,Kadine Brown,15,9,Edwin Allen High,"[[], []]",1.45m,0
High Jump,Girls,4,Finals,,Jordan Temple,15,,Immaculate,"[[], []]",FAIL,['FAIL']
High Jump,Boys,1,Finals,,Romario Douglas,15,1,St. Jago High,"[[], []]",2.16m,9
High Jump,Boys,1,Finals,,Clayton Brown,15,2,Jamaica College,"[[], []]",2.11m,7
High Jump,Boys,1,Finals,,Christopher Bryan,15,3,Kingston College,"[[], []]",2.08m,6
High Jump,Boys,1,Finals,,Trevaughn Brown,15,4,Kingston College,"[[], []]",2.05m,5
High Jump,Boys,1,Finals,,Carlington Moulton,15,5,St. George's,"[[], []]",J2.05m,4
High Jump,Boys,1,Finals,,Romario Rodney,15,6,Jamaica College,"[[], []]",2.00m,3
High Jump,Boys,1,Finals,,Davonne Beckford,15,7,Herbert Morrison,"[[], []]",J2.00m,2
High Jump,Boys,1,Finals,,Leroy Paige,15,8,Calabar High,"[[], []]",J2.00m,1
High Jump,Boys,1,Finals,,Romaine Moore,15,9,Oberlin High,"[[], []]",1.95m,0
High Jump,Boys,1,Finals,,Odel Murphy,15,10,Hydel High,"[[], []]",J1.95m,0
High Jump,Boys,1,Finals,,Rashawn Anderson,15,10,Calabar High,"[[], []]",J1.95m,0
High Jump,Boys,1,Finals,,Delano Brooks,15,12,St. George's,"[[], []]",J1.95m,0
High Jump,Boys,1,Finals,,Rashaun Dawkins,15,13,St. Jago High,"[[], []]",1.90m,0
High Jump,Boys,1,Finals,,Javier Ogilvie,15,14,Wolmer's High,"[[], []]",1.85m,0
High Jump,Boys,1,Finals,,Delton Foote,15,,Frome Technical,"[[], []]",FAIL,"['', '', '', 'FAIL']"
Pole Vault,Boys,Open,Finals,,Akeem Kerr,15,1,Jamaica College,"[[], []]",4.00m,9
Pole Vault,Boys,Open,Finals,,Franz Arnold,15,2,Kingston College,"[[], []]",3.90m,7
Pole Vault,Boys,Open,Finals,,Dane Smith,15,3,Jamaica College,"[[], []]",J3.90m,6
Pole Vault,Boys,Open,Finals,,Christopher Bryan,15,4,Kingston College,"[[], []]",3.50m,5
Pole Vault,Boys,Open,Finals,,Phillipe Barnett,15,5,Excelsior High,"[[], []]",3.40m,4
Pole Vault,Boys,Open,Finals,,Lafranz Campbell,15,6,Calabar High,"[[], []]",3.30m,3
Pole Vault,Boys,Open,Finals,,Garnett Jackson,15,7,Calabar High,"[[], []]",3.10m,2
Pole Vault,Boys,Open,Finals,,Dale Dacosta,15,8,Wolmer's High,"[[], []]",J3.10m,1
Pole Vault,Boys,Open,Finals,,Shamir Stephens,15,,St. Jago High,"[[], []]",FAIL,"['', 'FAIL']"
Long Jump,Boys,2,Finals,0.6,Yashawn Hamilton,16,1,Kingston College,[],7.01m,9
Long Jump,Boys,2,Finals,1.5,Joel Morgan,16,2,Excelsior High,[],6.95m,7
Long Jump,Boys,2,Finals,1.4,Kristoffe Clifford,16,3,Calabar High,[],6.87m,6
Long Jump,Boys,2,Finals,-0.8,Safin Wills,16,4,Jamaica College,[],6.80m,5
Long Jump,Boys,2,Finals,-0.8,Michael Stephens,16,5,Calabar High,[],6.79m,4
Long Jump,Boys,2,Finals,1.9,Shacquille Lowe,16,6,Kingston College,[],6.76m,3
Long Jump,Boys,2,Finals,2.4,Micah Wellington,16,7,Jamaica College,[],6.67m,2
Long Jump,Boys,2,Finals,0.5,Owayne Owens,16,8,Cornwall College,[],6.53m,1
Long Jump,Boys,2,Finals,0.3,Derrico Morrison,16,9,St. Jago High,[],6.47m,0
Long Jump,Boys,2,Finals,1.1,Kymonie Matthews,16,10,St. George's,[],6.44m,0
Long Jump,Boys,2,Finals,0.4,Keyshan Davis,16,11,St. Jago High,[],6.43m,0
Long Jump,Boys,2,Finals,-0.1,Brandon Bramwell,16,11,Wolmer boy,[],6.43m,0
Long Jump,Boys,3,Finals,4.0,Tyreek Segree,16,1,Munro College,[],6.40m,9
Long Jump,Boys,3,Finals,5.2,John-mark Rainford,16,3,Jamaica College,[],6.29m,6
Long Jump,Boys,3,Finals,4.9,Alexavier Monfries,16,5,Herbert,[],6.20m,4
Long Jump,Boys,3,Finals,6.0,Davion Williams,16,7,Kingston College,[],6.14m,2
Long Jump,Boys,3,Finals,5.5,Dorian Douglas,16,9,Munro College,[],5.77m,0
Long Jump,Boys,3,Finals,5.0,Shamar Stewart,16,11,William Knibb,[],5.18m,0
Long Jump,Girls,1,Finals,4.7,Samara Spencer,16,1,Hydel High,[],6.07m,9
Long Jump,Girls,1,Finals,1.2,Taishia Pryce,16,3,St. Andrew Tech,[],5.81m,6
Long Jump,Girls,1,Finals,2.7,Jody-ann Petrie,16,5,St. Jago High,[],5.70m,4
Long Jump,Girls,1,Finals,2.3,Colistia Baker,16,7,Petersfield High,[],5.58m,2
Long Jump,Girls,1,Finals,0.7,Ashley Mullings,16,9,Ardenne High,[],5.47m,0
Long Jump,Girls,1,Finals,5.3,Cathilee Mullings,16,11,Holmwood,[],5.25m,0
Long Jump,Girls,2,Finals,-0.7,Annia Ashley,16,1,Edwin Allen High,[],5.78m,9
Long Jump,Girls,2,Finals,-2.0,Monief Heslop,16,3,Camperdown High,[],5.60m,6
Long Jump,Girls,2,Finals,0.3,Keneva Headley,16,5,Holmwood,[],5.45m,4
Long Jump,Girls,2,Finals,-0.7,Hadiya Gray,16,7,St. Andrew Tech,[],5.30m,2
Long Jump,Girls,2,Finals,-0.9,Anelia Martin,16,9,St. Catherine High,[],5.14m,0
Long Jump,Girls,2,Finals,-2.2,Sankyaw Tulloch,16,11,Tacius Golding High,[],5.04m,0
Long Jump,Girls,3,Finals,2.8,Britany Anderson,16,1,Vere Technical High,[],5.78m,9
Long Jump,Girls,3,Finals,5.6,Lotavia Brown,16,2,Edwin Allen High,[],5.69m,7
Long Jump,Girls,3,Finals,2.5,Aaliyah Lindsay,16,3,alpha,[],5.57m,6
Long Jump,Girls,3,Finals,5.0,Noellea-marie Maso,16,4,Wolmer Girl,[],5.48m,5
Long Jump,Girls,3,Finals,3.9,Aalliyah Francis,16,5,Frome,[],5.46m,4
Long Jump,Girls,3,Finals,4.5,Shade Parr,16,6,Hydel High,[],5.42m,3
Long Jump,Girls,3,Finals,7.2,Rhianna Phipps,16,7,Hydel High,[],5.40m,2
Long Jump,Girls,3,Finals,3.8,Natasha Dudley,16,8,Vere Technical High,[],5.36m,1
Long Jump,Girls,3,Finals,5.0,Crystal Morrison,16,9,St. Jago High,[],5.17m,0
Long Jump,Girls,3,Finals,3.8,Denae Mcfarlane,16,10,Edwin Allen High,[],5.16m,0
Long Jump,Girls,3,Finals,5.2,Danella Dawkins,16,11,Manchester High,[],5.02m,0
Long Jump,Girls,4,Finals,2.5,Dayshanae Hall,16,1,St. Jago High,[],5.17m,9
Long Jump,Girls,4,Finals,2.3,Paula-ann Chambers,16,2,Edwin Allen High,[],5.14m,7
Long Jump,Girls,4,Finals,1.8,Samoya Neil,16,3,Excelsior High,[],5.13m,6
Long Jump,Girls,4,Finals,1.9,Jordan Temple,16,4,Immaculate,[],5.01m,5
Long Jump,Girls,4,Finals,+0.0,Shantay Kellyman,16,5,Immaculate,[],4.94m,4
Long Jump,Girls,4,Finals,3.9,Danae Nembhard,16,6,St. Jago High,[],4.93m,3
Long Jump,Girls,4,Finals,2.6,Davia Nichol,16,7,St. Andrew,[],4.85m,2
Long Jump,Girls,4,Finals,1.3,Toni-ann Powell,16,8,Hydel High,[],4.75m,1
Long Jump,Girls,4,Finals,1.3,Abigail Blake,16,9,Holy Childhood High,[],4.64m,0
Long Jump,Girls,4,Finals,2.3,Shantae Foreman,16,10,Excelsior High,[],4.62m,0
Long Jump,Girls,4,Finals,2.7,Shahine Belcher,16,11,Camperdown High,[],4.47m,0
Long Jump,Girls,4,Finals,FOUL,Zourie Smith,16,,St. Andrew,[],FOUL,['FOUL']
Long Jump,Boys,1,Finals,-1.4,Obrien Wasome,16,1,Jamaica College,[],7.50m,9
Long Jump,Boys,1,Finals,-0.7,Shammawi Wellingto,16,3,Kingston College,[],7.23m,6
Long Jump,Boys,1,Finals,-1.0,Jordan Scott,16,5,Campion College,[],7.13m,4
Long Jump,Boys,1,Finals,-1.0,Jonathan Smith,16,7,Excelsior High,[],6.82m,2
Long Jump,Boys,1,Finals,-1.5,Rashaun Dawkins,16,9,St. Jago High,[],6.58m,0
Long Jump,Boys,1,Finals,-2.1,Lorne Barrett,16,11,Campion College,[],6.55m,0
Long Jump,Boys,1,Finals,-2.7,Leroy Paige,16,13,Calabar High,[],5.12m,0
Triple Jump,Boys,1,Finals,-1.9,Obrien Wasome,16,1,Jamaica College,[],16.39mR,9
Triple Jump,Boys,1,Finals,0.3,Javier Lowe,16,2,Calabar High,[],16.10m,7
Triple Jump,Boys,1,Finals,-0.4,Jordan Scott,16,3,Campion College,[],15.94m,6
Triple Jump,Boys,1,Finals,-0.5,Clayton Brown,16,4,Jamaica College,[],15.62m,5
Triple Jump,Boys,1,Finals,-1.2,Tevin Dunn,16,5,Munro College,[],14.79m,4
Triple Jump,Boys,1,Finals,1.2,Shown-d Thompson,16,6,St. Jago High,[],14.76m,3
Triple Jump,Boys,1,Finals,-1.0,Ryan Brown,16,7,Old Harbour High,[],14.63m,2
Triple Jump,Boys,1,Finals,1.3,Gabriel Allen,16,8,Calabar High,[],14.50m,1
Triple Jump,Boys,1,Finals,-1.1,Sadiki Morgan,16,9,Wolmer boy,[],13.90m,0
Triple Jump,Boys,1,Finals,-1.2,Kobe-jordan Rhooms,16,10,Cornwall College,[],13.69m,0
Triple Jump,Boys,1,Finals,-1.6,Shemar Miller,16,11,St. Elizabeth,[],13.45m,0
Triple Jump,Boys,1,Finals,FOUL,Ouekie Wright,16,,St. Elizabeth,[],FOUL,"['', 'FOUL']"
Triple Jump,Girls,Open,Finals,3.7,Samara Spencer,16,1,Hydel High,[],13.02m,9
Triple Jump,Girls,Open,Finals,4.7,Danielle Spence,16,3,Wolmer Girl,[],12.86m,6
Triple Jump,Girls,Open,Finals,8.1,Myesha Nott,16,5,Rusea's High,[],12.34m,4
Triple Jump,Girls,Open,Finals,5.7,Jody-ann Petrie,16,7,St. Jago High,[],12.24m,2
Triple Jump,Girls,Open,Finals,5.2,Sharzan Richards,16,9,Manchester High,[],12.14m,0
Triple Jump,Girls,Open,Finals,2.5,Lorean Murray,16,11,St. Andrew,[],12.01m,0
Triple Jump,Girls,Open,Finals,3.3,Lotavia Brown,16,13,Edwin Allen High,[],11.52m,0
Triple Jump,Girls,Open,Finals,3.0,Ruthanne Mcclymont,16,15,Manchester High,[],11.31m,0
Triple Jump,Girls,Open,Finals,FOUL,Desiree-gift Mills,16,,Cedar Grove,[],FOUL,"['', '', '', 'FOUL']"
Triple Jump,Girls,Open,Finals,FOUL,Colistia Baker,16,,Petersfield High,[],FOUL,"['', '', 'FOUL']"
Triple Jump,Boys,2,Finals,5.5,Malik Cunningham,16,1,Jamaica College,[],14.53m,9
Triple Jump,Boys,2,Finals,4.7,Safin Wills,16,3,Jamaica College,[],14.35m,6
Triple Jump,Boys,2,Finals,1.3,Terrol Wilson,16,5,Kingston College,[],14.06m,4
Triple Jump,Boys,2,Finals,0.8,Joel Morgan,16,7,Excelsior High,[],13.95m,2
Triple Jump,Boys,2,Finals,2.0,Shacquille Lowe,16,9,Kingston College,[],13.38m,0
Triple Jump,Boys,2,Finals,3.5,Causwell Hyde,16,11,Munro College,[],13.05m,0
Triple Jump,Boys,2,Finals,3.4,Rantano Roberts,16,13,Camperdown High,[],12.59m,0
Triple Jump,Boys,2,Finals,2.8,Tevaughn Tate,16,15,Petersfield High,[],12.17m,0
Shot Put,Boys,1,Finals,,Kyle Mitchell,16,1,Calabar High,[],19.27m,9
Shot Put,Boys,1,Finals,,Vashon Mccarthy,16,3,Jamaica College,[],18.14m,6
Shot Put,Boys,1,Finals,,Sanjae Lawrence,16,5,Petersfield High,[],18.06m,4
Shot Put,Boys,1,Finals,,Rasheeda Downer,16,7,Kingston College,[],16.07m,2
Shot Put,Boys,1,Finals,,Antorie Mcfarlane,16,9,Camperdown High,[],15.06m,0
Shot Put,Boys,1,Finals,,Karl-Leon Grant,16,11,Jamaica College,[],14.70m,0
Shot Put,Boys,1,Finals,,Brandon Nelson,16,13,St. Jago High,[],14.38m,0
Shot Put,Boys,1,Finals,,Javon Smith,16,15,Spaldings High,[],14.00m,0
Shot Put,Boys,1,Finals,,Moses Parkinson,16,17,Titchfield High,[],13.77m,0
Shot Put,Boys,1,Finals,,Jordan Tucker,16,19,Morant Bay High,[],13.27m,0
Shot Put,Boys,1,Finals,,Adam Greensword,16,21,St. Elizabeth,[],13.03m,0
Shot Put,Boys,1,Finals,,Koyet Morris,16,23,Spaldings High,[],12.50m,0
Shot Put,Boys,1,Finals,,Howard Becford,16,,St. Jago High,[],FOUL,"['', 'FOUL']"
Shot Put,Boys,2,Finals,,Daniel Cope,16,1,Petersfield High,[],16.81m,9
Shot Put,Boys,2,Finals,,Courtney Lawrence,16,3,Petersfield High,[],15.62m,6
Shot Put,Boys,2,Finals,,Damario Mauslby,16,5,Camperdown High,[],14.84m,4
Shot Put,Boys,2,Finals,,Travis Robinson,16,7,Jamaica College,[],13.89m,2
Shot Put,Boys,2,Finals,,Akeem Green,16,9,Calabar High,[],13.57m,0
Shot Put,Boys,2,Finals,,Taj Mullings,16,11,Kingston College,[],13.07m,0
Shot Put,Girls,2,Finals,,Aiko Jones,16,1,Wolmer Girl,[],15.13m,9
Shot Put,Girls,2,Finals,,Avery Pryce,16,2,Vere Technical High,[],13.76m,7
Shot Put,Girls,2,Finals,,Ashtina Dobson,16,3,Buff Bay High,[],13.39m,6
Shot Put,Girls,2,Finals,,Tavoy Housen,16,4,Excelsior High,[],13.21m,5
Shot Put,Girls,2,Finals,,Tyest Bryan,16,5,Hydel High,[],12.90m,4
Shot Put,Girls,2,Finals,,Patrice Forrest,16,6,Hydel High,[],12.89m,3
Shot Put,Girls,2,Finals,,Shaday Hudson,16,7,Holmwood,[],12.66m,2
Shot Put,Girls,2,Finals,,Sheika Mcpherson,16,8,Edwin Allen High,[],12.62m,1
Shot Put,Girls,2,Finals,,Neresa Rhule,16,9,Camperdown High,[],12.07m,0
Shot Put,Girls,2,Finals,,Ophelia Powell,16,10,St. Andrew Tech,[],12.06m,0
Shot Put,Girls,2,Finals,,Shania Scott,16,11,St. Jago High,[],11.94m,0
Shot Put,Girls,2,Finals,,Janelle Marsh,16,12,Dinthill,[],11.73m,0
Shot Put,Girls,2,Finals,,Kimone Reid,16,13,Edwin Allen High,[],11.44m,0
Shot Put,Girls,2,Finals,,Anna-kay Emanuel,16,14,St. Jago High,[],11.26m,0
Shot Put,Girls,2,Finals,,Abigail Wright,16,15,Holmwood,[],11.17m,0
